question_id,document_id,config,section_f1,top_ids
auto_062,hotpotqa_hp_sample_001_index.json,current_60_25_15,0.5,ROOT|SEC0|SEC1
auto_062,hotpotqa_hp_sample_001_index.json,pure_bm25_100_0_0,0.5,ROOT|SEC0|SEC1
auto_062,hotpotqa_hp_sample_001_index.json,pure_semantic_0_100_0,0.5,ROOT|SEC0|SEC1
auto_062,hotpotqa_hp_sample_001_index.json,pure_structural_0_0_100,0.5,ROOT|SEC0|SEC1
auto_062,hotpotqa_hp_sample_001_index.json,equal_33_33_33,0.5,ROOT|SEC0|SEC1
auto_062,hotpotqa_hp_sample_001_index.json,bm25_heavy_80_10_10,0.5,ROOT|SEC0|SEC1
auto_062,hotpotqa_hp_sample_001_index.json,semantic_heavy_20_70_10,0.5,ROOT|SEC0|SEC1
auto_085,hotpotqa_hp_sample_004_index.json,current_60_25_15,0.5,SEC0|SEC1|ROOT
auto_085,hotpotqa_hp_sample_004_index.json,pure_bm25_100_0_0,0.5,SEC0|SEC1|ROOT
auto_085,hotpotqa_hp_sample_004_index.json,pure_semantic_0_100_0,0.5,SEC0|SEC1|ROOT
auto_085,hotpotqa_hp_sample_004_index.json,pure_structural_0_0_100,0.5,ROOT|SEC0|SEC1
auto_085,hotpotqa_hp_sample_004_index.json,equal_33_33_33,0.5,SEC0|SEC1|ROOT
auto_085,hotpotqa_hp_sample_004_index.json,bm25_heavy_80_10_10,0.5,SEC0|SEC1|ROOT
auto_085,hotpotqa_hp_sample_004_index.json,semantic_heavy_20_70_10,0.5,SEC0|SEC1|ROOT
auto_112,hotpotqa_hp_sample_006_index.json,current_60_25_15,1.0,SEC0|SEC1|ROOT
auto_112,hotpotqa_hp_sample_006_index.json,pure_bm25_100_0_0,1.0,SEC0|SEC1|ROOT
auto_112,hotpotqa_hp_sample_006_index.json,pure_semantic_0_100_0,1.0,SEC0|SEC1|ROOT
auto_112,hotpotqa_hp_sample_006_index.json,pure_structural_0_0_100,1.0,ROOT|SEC0|SEC1
auto_112,hotpotqa_hp_sample_006_index.json,equal_33_33_33,1.0,SEC0|SEC1|ROOT
auto_112,hotpotqa_hp_sample_006_index.json,bm25_heavy_80_10_10,1.0,SEC0|SEC1|ROOT
auto_112,hotpotqa_hp_sample_006_index.json,semantic_heavy_20_70_10,1.0,SEC0|SEC1|ROOT
auto_162,hotpotqa_hp_sample_014_index.json,current_60_25_15,0.6666666666666666,SEC1|ROOT
auto_162,hotpotqa_hp_sample_014_index.json,pure_bm25_100_0_0,0.6666666666666666,SEC1|ROOT
auto_162,hotpotqa_hp_sample_014_index.json,pure_semantic_0_100_0,0.6666666666666666,SEC1|ROOT
auto_162,hotpotqa_hp_sample_014_index.json,pure_structural_0_0_100,0.6666666666666666,ROOT|SEC1
auto_162,hotpotqa_hp_sample_014_index.json,equal_33_33_33,0.6666666666666666,SEC1|ROOT
auto_162,hotpotqa_hp_sample_014_index.json,bm25_heavy_80_10_10,0.6666666666666666,SEC1|ROOT
auto_162,hotpotqa_hp_sample_014_index.json,semantic_heavy_20_70_10,0.6666666666666666,SEC1|ROOT
auto_010,0cbccdf9_2204.08939v1-2_index.json,current_60_25_15,0.4444444444444445,ch2.s1|doc|ch2.s1.a2|ch4|ch3.s1
auto_010,0cbccdf9_2204.08939v1-2_index.json,pure_bm25_100_0_0,0.4444444444444445,ch2.s1|ch2.s1.a2|doc|ch3.s1|ch4
auto_010,0cbccdf9_2204.08939v1-2_index.json,pure_semantic_0_100_0,0.4444444444444445,ch2.s1.a2|ch2.s1|ch3.s1|ch7|ch3.s2
auto_010,0cbccdf9_2204.08939v1-2_index.json,pure_structural_0_0_100,0.5714285714285715,doc|ch4|ch1|ch3|ch2
auto_010,0cbccdf9_2204.08939v1-2_index.json,equal_33_33_33,0.5714285714285715,ch2.s1|doc|ch4|ch3|ch1
auto_010,0cbccdf9_2204.08939v1-2_index.json,bm25_heavy_80_10_10,0.4444444444444445,ch2.s1|doc|ch2.s1.a2|ch4|ch3.s1
auto_010,0cbccdf9_2204.08939v1-2_index.json,semantic_heavy_20_70_10,0.4444444444444445,ch2.s1|ch2.s1.a2|doc|ch3.s1|ch4
auto_013,2025학년도 교육과정 반도체공학과_index.json,current_60_25_15,0.5,1.1|5.1|12.44
auto_013,2025학년도 교육과정 반도체공학과_index.json,pure_bm25_100_0_0,0.5,1.1|5.1|12.44
auto_013,2025학년도 교육과정 반도체공학과_index.json,pure_semantic_0_100_0,0.5,12.44|1.1|5.1
auto_013,2025학년도 교육과정 반도체공학과_index.json,pure_structural_0_0_100,0.5,1.1|5.1|12.44
auto_013,2025학년도 교육과정 반도체공학과_index.json,equal_33_33_33,0.5,1.1|5.1|12.44
auto_013,2025학년도 교육과정 반도체공학과_index.json,bm25_heavy_80_10_10,0.5,1.1|5.1|12.44
auto_013,2025학년도 교육과정 반도체공학과_index.json,semantic_heavy_20_70_10,0.5,1.1|12.44|5.1
auto_043,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,current_60_25_15,0.5714285714285715,sec3.3|root|art1.3.2|ch3|sec2.3
auto_043,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,pure_bm25_100_0_0,0.5714285714285715,sec3.3|art1.3.2|root|ch3|sec2.3
auto_043,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,pure_semantic_0_100_0,0.5714285714285715,root|sec2.3|art1.3.2|sec3.3|sec1.3
auto_043,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,pure_structural_0_0_100,0.0,root|ch3|ch6|ch1|ch2
auto_043,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,equal_33_33_33,0.5714285714285715,root|sec3.3|ch3|art1.3.2|sec2.3
auto_043,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,bm25_heavy_80_10_10,0.5714285714285715,sec3.3|art1.3.2|root|ch3|sec2.3
auto_043,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,semantic_heavy_20_70_10,0.5714285714285715,root|sec3.3|art1.3.2|sec2.3|ch3
auto_204,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,current_60_25_15,0.5714285714285715,section_1_1|chapter_1|article_1_1_1|chapter_3|chapter_6
auto_204,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,pure_bm25_100_0_0,0.5714285714285715,section_1_1|chapter_1|article_1_1_1|chapter_3|section_2_2
auto_204,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,pure_semantic_0_100_0,0.5714285714285715,section_1_1|chapter_1|article_1_1_1|chapter_3|section_2_2
auto_204,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,pure_structural_0_0_100,0.28571428571428575,chapter_1|chapter_3|chapter_6|section_1_1|section_2_2
auto_204,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,equal_33_33_33,0.5714285714285715,chapter_1|section_1_1|article_1_1_1|chapter_3|chapter_6
auto_204,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,bm25_heavy_80_10_10,0.5714285714285715,section_1_1|chapter_1|article_1_1_1|chapter_3|section_2_2
auto_204,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,semantic_heavy_20_70_10,0.5714285714285715,section_1_1|chapter_1|article_1_1_1|chapter_3|chapter_6
auto_153,hotpotqa_hp_sample_012_index.json,current_60_25_15,0.8,SEC1|SEC0|ROOT
auto_153,hotpotqa_hp_sample_012_index.json,pure_bm25_100_0_0,0.8,SEC0|SEC1|ROOT
auto_153,hotpotqa_hp_sample_012_index.json,pure_semantic_0_100_0,0.8,ROOT|SEC1|SEC0
auto_153,hotpotqa_hp_sample_012_index.json,pure_structural_0_0_100,0.8,ROOT|SEC0|SEC1
auto_153,hotpotqa_hp_sample_012_index.json,equal_33_33_33,0.8,SEC1|ROOT|SEC0
auto_153,hotpotqa_hp_sample_012_index.json,bm25_heavy_80_10_10,0.8,SEC1|SEC0|ROOT
auto_153,hotpotqa_hp_sample_012_index.json,semantic_heavy_20_70_10,0.8,SEC1|ROOT|SEC0
auto_074,hotpotqa_hp_sample_002_index.json,current_60_25_15,0.5,SEC1|SEC0|ROOT
auto_074,hotpotqa_hp_sample_002_index.json,pure_bm25_100_0_0,0.5,SEC1|SEC0|ROOT
auto_074,hotpotqa_hp_sample_002_index.json,pure_semantic_0_100_0,0.5,SEC1|SEC0|ROOT
auto_074,hotpotqa_hp_sample_002_index.json,pure_structural_0_0_100,0.5,ROOT|SEC1|SEC0
auto_074,hotpotqa_hp_sample_002_index.json,equal_33_33_33,0.5,SEC1|SEC0|ROOT
auto_074,hotpotqa_hp_sample_002_index.json,bm25_heavy_80_10_10,0.5,SEC1|SEC0|ROOT
auto_074,hotpotqa_hp_sample_002_index.json,semantic_heavy_20_70_10,0.5,SEC1|SEC0|ROOT
auto_045,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,current_60_25_15,0.33333333333333337,sec5.1|sec1.2|ch3|ch5|sec3.1
auto_045,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,pure_bm25_100_0_0,0.33333333333333337,sec5.1|sec1.2|ch3|sec3.1|ch5
auto_045,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,pure_semantic_0_100_0,0.33333333333333337,sec5.1|sec3.1|sec1.2|ch5|ch1
auto_045,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,pure_structural_0_0_100,0.0,root|ch3|ch5|ch1|ch6
auto_045,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,equal_33_33_33,0.33333333333333337,sec5.1|ch3|ch5|sec1.2|root
auto_045,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,bm25_heavy_80_10_10,0.33333333333333337,sec5.1|sec1.2|ch3|sec3.1|ch5
auto_045,bd2f85ad_웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,semantic_heavy_20_70_10,0.33333333333333337,sec5.1|sec1.2|ch5|sec3.1|ch3
auto_120,hotpotqa_hp_sample_008_index.json,current_60_25_15,0.6666666666666666,SEC1|ROOT
auto_120,hotpotqa_hp_sample_008_index.json,pure_bm25_100_0_0,0.6666666666666666,SEC1|ROOT
auto_120,hotpotqa_hp_sample_008_index.json,pure_semantic_0_100_0,0.6666666666666666,SEC1|ROOT
auto_120,hotpotqa_hp_sample_008_index.json,pure_structural_0_0_100,0.6666666666666666,ROOT|SEC1
auto_120,hotpotqa_hp_sample_008_index.json,equal_33_33_33,0.6666666666666666,SEC1|ROOT
auto_120,hotpotqa_hp_sample_008_index.json,bm25_heavy_80_10_10,0.6666666666666666,SEC1|ROOT
auto_120,hotpotqa_hp_sample_008_index.json,semantic_heavy_20_70_10,0.6666666666666666,SEC1|ROOT
auto_065,hotpotqa_hp_sample_001_index.json,current_60_25_15,0.5,SEC1|ROOT|SEC0
auto_065,hotpotqa_hp_sample_001_index.json,pure_bm25_100_0_0,0.5,SEC1|ROOT|SEC0
auto_065,hotpotqa_hp_sample_001_index.json,pure_semantic_0_100_0,0.5,SEC1|ROOT|SEC0
auto_065,hotpotqa_hp_sample_001_index.json,pure_structural_0_0_100,0.5,ROOT|SEC1|SEC0
auto_065,hotpotqa_hp_sample_001_index.json,equal_33_33_33,0.5,SEC1|ROOT|SEC0
auto_065,hotpotqa_hp_sample_001_index.json,bm25_heavy_80_10_10,0.5,SEC1|ROOT|SEC0
auto_065,hotpotqa_hp_sample_001_index.json,semantic_heavy_20_70_10,0.5,SEC1|ROOT|SEC0
auto_017,2025학년도 교육과정 반도체공학과_index.json,current_60_25_15,0.6666666666666666,1.1|5.1
auto_017,2025학년도 교육과정 반도체공학과_index.json,pure_bm25_100_0_0,0.6666666666666666,1.1|5.1
auto_017,2025학년도 교육과정 반도체공학과_index.json,pure_semantic_0_100_0,0.6666666666666666,1.1|5.1
auto_017,2025학년도 교육과정 반도체공학과_index.json,pure_structural_0_0_100,0.6666666666666666,1.1|5.1
auto_017,2025학년도 교육과정 반도체공학과_index.json,equal_33_33_33,0.6666666666666666,1.1|5.1
auto_017,2025학년도 교육과정 반도체공학과_index.json,bm25_heavy_80_10_10,0.6666666666666666,1.1|5.1
auto_017,2025학년도 교육과정 반도체공학과_index.json,semantic_heavy_20_70_10,0.6666666666666666,1.1|5.1
auto_001,0cbccdf9_2204.08939v1-2_index.json,current_60_25_15,0.5,doc|ch2.s3.a3|ch2.s3.a1
auto_001,0cbccdf9_2204.08939v1-2_index.json,pure_bm25_100_0_0,0.5,doc|ch2.s3.a3|ch2.s3.a1
auto_001,0cbccdf9_2204.08939v1-2_index.json,pure_semantic_0_100_0,0.5,ch2.s3.a3|ch2.s3.a1|doc
auto_001,0cbccdf9_2204.08939v1-2_index.json,pure_structural_0_0_100,0.5,doc|ch2.s3.a3|ch2.s3.a1
auto_001,0cbccdf9_2204.08939v1-2_index.json,equal_33_33_33,0.5,doc|ch2.s3.a3|ch2.s3.a1
auto_001,0cbccdf9_2204.08939v1-2_index.json,bm25_heavy_80_10_10,0.5,doc|ch2.s3.a3|ch2.s3.a1
auto_001,0cbccdf9_2204.08939v1-2_index.json,semantic_heavy_20_70_10,0.5,doc|ch2.s3.a3|ch2.s3.a1
auto_169,hotpotqa_hp_sample_016_index.json,current_60_25_15,0.5,ROOT|SEC1|SEC0
auto_169,hotpotqa_hp_sample_016_index.json,pure_bm25_100_0_0,0.5,ROOT|SEC0|SEC1
auto_169,hotpotqa_hp_sample_016_index.json,pure_semantic_0_100_0,0.5,SEC1|ROOT|SEC0
auto_169,hotpotqa_hp_sample_016_index.json,pure_structural_0_0_100,0.5,ROOT|SEC0|SEC1
auto_169,hotpotqa_hp_sample_016_index.json,equal_33_33_33,0.5,ROOT|SEC1|SEC0
auto_169,hotpotqa_hp_sample_016_index.json,bm25_heavy_80_10_10,0.5,ROOT|SEC0|SEC1
auto_169,hotpotqa_hp_sample_016_index.json,semantic_heavy_20_70_10,0.5,ROOT|SEC1|SEC0
auto_011,2025학년도 교육과정 반도체공학과_index.json,current_60_25_15,0.33333333333333337,document|12.44|7|3.2.1|11
auto_011,2025학년도 교육과정 반도체공학과_index.json,pure_bm25_100_0_0,0.33333333333333337,document|12.44|3.2.1|7|14.7.1
auto_011,2025학년도 교육과정 반도체공학과_index.json,pure_semantic_0_100_0,0.33333333333333337,document|3.2.1|14.7|7|11
auto_011,2025학년도 교육과정 반도체공학과_index.json,pure_structural_0_0_100,0.33333333333333337,document|7|6|11|14
auto_011,2025학년도 교육과정 반도체공학과_index.json,equal_33_33_33,0.33333333333333337,document|7|11|12.44|14
auto_011,2025학년도 교육과정 반도체공학과_index.json,bm25_heavy_80_10_10,0.33333333333333337,document|12.44|7|3.2.1|11
auto_011,2025학년도 교육과정 반도체공학과_index.json,semantic_heavy_20_70_10,0.33333333333333337,document|7|11|3.2.1|12.44
auto_173,hotpotqa_hp_sample_017_index.json,current_60_25_15,0.5,SEC0|SEC1|ROOT
auto_173,hotpotqa_hp_sample_017_index.json,pure_bm25_100_0_0,0.5,SEC0|SEC1|ROOT
auto_173,hotpotqa_hp_sample_017_index.json,pure_semantic_0_100_0,0.5,SEC0|SEC1|ROOT
auto_173,hotpotqa_hp_sample_017_index.json,pure_structural_0_0_100,0.5,ROOT|SEC0|SEC1
auto_173,hotpotqa_hp_sample_017_index.json,equal_33_33_33,0.5,SEC0|SEC1|ROOT
auto_173,hotpotqa_hp_sample_017_index.json,bm25_heavy_80_10_10,0.5,SEC0|SEC1|ROOT
auto_173,hotpotqa_hp_sample_017_index.json,semantic_heavy_20_70_10,0.5,SEC0|SEC1|ROOT
auto_132,hotpotqa_hp_sample_010_index.json,current_60_25_15,0.8,ROOT|SEC0|SEC1
auto_132,hotpotqa_hp_sample_010_index.json,pure_bm25_100_0_0,0.8,ROOT|SEC0|SEC1
auto_132,hotpotqa_hp_sample_010_index.json,pure_semantic_0_100_0,0.8,ROOT|SEC0|SEC1
auto_132,hotpotqa_hp_sample_010_index.json,pure_structural_0_0_100,0.8,ROOT|SEC0|SEC1
auto_132,hotpotqa_hp_sample_010_index.json,equal_33_33_33,0.8,ROOT|SEC0|SEC1
auto_132,hotpotqa_hp_sample_010_index.json,bm25_heavy_80_10_10,0.8,ROOT|SEC0|SEC1
auto_132,hotpotqa_hp_sample_010_index.json,semantic_heavy_20_70_10,0.8,ROOT|SEC0|SEC1
auto_061,hotpotqa_hp_sample_001_index.json,current_60_25_15,0.5,ROOT|SEC0|SEC1
auto_061,hotpotqa_hp_sample_001_index.json,pure_bm25_100_0_0,0.5,ROOT|SEC0|SEC1
auto_061,hotpotqa_hp_sample_001_index.json,pure_semantic_0_100_0,0.5,ROOT|SEC0|SEC1
auto_061,hotpotqa_hp_sample_001_index.json,pure_structural_0_0_100,0.5,ROOT|SEC0|SEC1
auto_061,hotpotqa_hp_sample_001_index.json,equal_33_33_33,0.5,ROOT|SEC0|SEC1
auto_061,hotpotqa_hp_sample_001_index.json,bm25_heavy_80_10_10,0.5,ROOT|SEC0|SEC1
auto_061,hotpotqa_hp_sample_001_index.json,semantic_heavy_20_70_10,0.5,ROOT|SEC0|SEC1
auto_022,61dd7aa0_s41598-026-41649-2_reference_index.json,current_60_25_15,1.0,SEC1.1
auto_022,61dd7aa0_s41598-026-41649-2_reference_index.json,pure_bm25_100_0_0,1.0,SEC1.1
auto_022,61dd7aa0_s41598-026-41649-2_reference_index.json,pure_semantic_0_100_0,1.0,SEC1.1
auto_022,61dd7aa0_s41598-026-41649-2_reference_index.json,pure_structural_0_0_100,1.0,SEC1.1
auto_022,61dd7aa0_s41598-026-41649-2_reference_index.json,equal_33_33_33,1.0,SEC1.1
auto_022,61dd7aa0_s41598-026-41649-2_reference_index.json,bm25_heavy_80_10_10,1.0,SEC1.1
auto_022,61dd7aa0_s41598-026-41649-2_reference_index.json,semantic_heavy_20_70_10,1.0,SEC1.1
auto_114,hotpotqa_hp_sample_006_index.json,current_60_25_15,1.0,ROOT|SEC0|SEC1
auto_114,hotpotqa_hp_sample_006_index.json,pure_bm25_100_0_0,1.0,ROOT|SEC0|SEC1
auto_114,hotpotqa_hp_sample_006_index.json,pure_semantic_0_100_0,1.0,ROOT|SEC0|SEC1
auto_114,hotpotqa_hp_sample_006_index.json,pure_structural_0_0_100,1.0,ROOT|SEC0|SEC1
auto_114,hotpotqa_hp_sample_006_index.json,equal_33_33_33,1.0,ROOT|SEC0|SEC1
auto_114,hotpotqa_hp_sample_006_index.json,bm25_heavy_80_10_10,1.0,ROOT|SEC0|SEC1
auto_114,hotpotqa_hp_sample_006_index.json,semantic_heavy_20_70_10,1.0,ROOT|SEC0|SEC1
auto_156,hotpotqa_hp_sample_012_index.json,current_60_25_15,0.8,SEC0|SEC1|ROOT
auto_156,hotpotqa_hp_sample_012_index.json,pure_bm25_100_0_0,0.8,SEC0|SEC1|ROOT
auto_156,hotpotqa_hp_sample_012_index.json,pure_semantic_0_100_0,0.8,ROOT|SEC0|SEC1
auto_156,hotpotqa_hp_sample_012_index.json,pure_structural_0_0_100,0.8,ROOT|SEC0|SEC1
auto_156,hotpotqa_hp_sample_012_index.json,equal_33_33_33,0.8,SEC0|SEC1|ROOT
auto_156,hotpotqa_hp_sample_012_index.json,bm25_heavy_80_10_10,0.8,SEC0|SEC1|ROOT
auto_156,hotpotqa_hp_sample_012_index.json,semantic_heavy_20_70_10,0.8,SEC0|SEC1|ROOT
auto_078,hotpotqa_hp_sample_002_index.json,current_60_25_15,0.8,SEC0|ROOT|SEC1
auto_078,hotpotqa_hp_sample_002_index.json,pure_bm25_100_0_0,0.8,SEC0|ROOT|SEC1
auto_078,hotpotqa_hp_sample_002_index.json,pure_semantic_0_100_0,0.8,SEC0|ROOT|SEC1
auto_078,hotpotqa_hp_sample_002_index.json,pure_structural_0_0_100,0.8,ROOT|SEC0|SEC1
auto_078,hotpotqa_hp_sample_002_index.json,equal_33_33_33,0.8,ROOT|SEC0|SEC1
auto_078,hotpotqa_hp_sample_002_index.json,bm25_heavy_80_10_10,0.8,SEC0|ROOT|SEC1
auto_078,hotpotqa_hp_sample_002_index.json,semantic_heavy_20_70_10,0.8,SEC0|ROOT|SEC1
auto_067,hotpotqa_hp_sample_001_index.json,current_60_25_15,0.8,SEC1|SEC0|ROOT
auto_067,hotpotqa_hp_sample_001_index.json,pure_bm25_100_0_0,0.8,SEC1|SEC0|ROOT
auto_067,hotpotqa_hp_sample_001_index.json,pure_semantic_0_100_0,0.8,SEC0|SEC1|ROOT
auto_067,hotpotqa_hp_sample_001_index.json,pure_structural_0_0_100,0.8,ROOT|SEC1|SEC0
auto_067,hotpotqa_hp_sample_001_index.json,equal_33_33_33,0.8,SEC1|SEC0|ROOT
auto_067,hotpotqa_hp_sample_001_index.json,bm25_heavy_80_10_10,0.8,SEC1|SEC0|ROOT
auto_067,hotpotqa_hp_sample_001_index.json,semantic_heavy_20_70_10,0.8,SEC1|SEC0|ROOT
auto_103,hotpotqa_hp_sample_005_index.json,current_60_25_15,0.8,SEC1|SEC0|ROOT
auto_103,hotpotqa_hp_sample_005_index.json,pure_bm25_100_0_0,0.8,SEC1|SEC0|ROOT
auto_103,hotpotqa_hp_sample_005_index.json,pure_semantic_0_100_0,0.8,ROOT|SEC1|SEC0
auto_103,hotpotqa_hp_sample_005_index.json,pure_structural_0_0_100,0.8,ROOT|SEC1|SEC0
auto_103,hotpotqa_hp_sample_005_index.json,equal_33_33_33,0.8,SEC1|ROOT|SEC0
auto_103,hotpotqa_hp_sample_005_index.json,bm25_heavy_80_10_10,0.8,SEC1|SEC0|ROOT
auto_103,hotpotqa_hp_sample_005_index.json,semantic_heavy_20_70_10,0.8,SEC1|ROOT|SEC0
auto_175,hotpotqa_hp_sample_017_index.json,current_60_25_15,0.5,SEC1|ROOT|SEC0
auto_175,hotpotqa_hp_sample_017_index.json,pure_bm25_100_0_0,0.5,SEC1|ROOT|SEC0
auto_175,hotpotqa_hp_sample_017_index.json,pure_semantic_0_100_0,0.5,SEC1|ROOT|SEC0
auto_175,hotpotqa_hp_sample_017_index.json,pure_structural_0_0_100,0.5,ROOT|SEC1|SEC0
auto_175,hotpotqa_hp_sample_017_index.json,equal_33_33_33,0.5,SEC1|ROOT|SEC0
auto_175,hotpotqa_hp_sample_017_index.json,bm25_heavy_80_10_10,0.5,SEC1|ROOT|SEC0
auto_175,hotpotqa_hp_sample_017_index.json,semantic_heavy_20_70_10,0.5,SEC1|ROOT|SEC0
auto_199,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,current_60_25_15,0.33333333333333337,section_1_1|chapter_1|article_1_1_2|section_2_2|article_3_4_1
auto_199,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,pure_bm25_100_0_0,0.33333333333333337,section_1_1|chapter_1|article_1_1_2|section_2_2|article_3_4_1
auto_199,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,pure_semantic_0_100_0,0.0,section_1_1|chapter_1|section_2_2|article_3_4_1|section_1_2
auto_199,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,pure_structural_0_0_100,0.0,chapter_1|chapter_3|chapter_4|chapter_5|chapter_2
auto_199,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,equal_33_33_33,0.33333333333333337,section_1_1|chapter_1|article_1_1_2|section_2_2|chapter_3
auto_199,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,bm25_heavy_80_10_10,0.33333333333333337,section_1_1|chapter_1|article_1_1_2|section_2_2|article_3_4_1
auto_199,웹:파이썬 프로그래밍 프로젝트 #6 보고서_index.json,semantic_heavy_20_70_10,0.33333333333333337,section_1_1|chapter_1|article_1_1_2|section_2_2|chapter_3
auto_110,hotpotqa_hp_sample_006_index.json,current_60_25_15,1.0,ROOT|SEC0|SEC1
auto_110,hotpotqa_hp_sample_006_index.json,pure_bm25_100_0_0,1.0,ROOT|SEC1|SEC0
auto_110,hotpotqa_hp_sample_006_index.json,pure_semantic_0_100_0,1.0,ROOT|SEC0|SEC1
auto_110,hotpotqa_hp_sample_006_index.json,pure_structural_0_0_100,1.0,ROOT|SEC1|SEC0
auto_110,hotpotqa_hp_sample_006_index.json,equal_33_33_33,1.0,ROOT|SEC0|SEC1
auto_110,hotpotqa_hp_sample_006_index.json,bm25_heavy_80_10_10,1.0,ROOT|SEC1|SEC0
auto_110,hotpotqa_hp_sample_006_index.json,semantic_heavy_20_70_10,1.0,ROOT|SEC0|SEC1
auto_080,hotpotqa_hp_sample_002_index.json,current_60_25_15,0.8,ROOT|SEC0|SEC1
auto_080,hotpotqa_hp_sample_002_index.json,pure_bm25_100_0_0,0.8,ROOT|SEC0|SEC1
auto_080,hotpotqa_hp_sample_002_index.json,pure_semantic_0_100_0,0.8,ROOT|SEC0|SEC1
auto_080,hotpotqa_hp_sample_002_index.json,pure_structural_0_0_100,0.8,ROOT|SEC0|SEC1
auto_080,hotpotqa_hp_sample_002_index.json,equal_33_33_33,0.8,ROOT|SEC0|SEC1
auto_080,hotpotqa_hp_sample_002_index.json,bm25_heavy_80_10_10,0.8,ROOT|SEC0|SEC1
auto_080,hotpotqa_hp_sample_002_index.json,semantic_heavy_20_70_10,0.8,ROOT|SEC0|SEC1
auto_128,hotpotqa_hp_sample_010_index.json,current_60_25_15,0.5,SEC1|ROOT|SEC0
auto_128,hotpotqa_hp_sample_010_index.json,pure_bm25_100_0_0,0.5,SEC1|ROOT|SEC0
auto_128,hotpotqa_hp_sample_010_index.json,pure_semantic_0_100_0,0.5,SEC1|ROOT|SEC0
auto_128,hotpotqa_hp_sample_010_index.json,pure_structural_0_0_100,0.5,ROOT|SEC1|SEC0
auto_128,hotpotqa_hp_sample_010_index.json,equal_33_33_33,0.5,SEC1|ROOT|SEC0
auto_128,hotpotqa_hp_sample_010_index.json,bm25_heavy_80_10_10,0.5,SEC1|ROOT|SEC0
auto_128,hotpotqa_hp_sample_010_index.json,semantic_heavy_20_70_10,0.5,SEC1|ROOT|SEC0
auto_171,hotpotqa_hp_sample_016_index.json,current_60_25_15,1.0,SEC1|SEC0
auto_171,hotpotqa_hp_sample_016_index.json,pure_bm25_100_0_0,1.0,SEC1|SEC0
auto_171,hotpotqa_hp_sample_016_index.json,pure_semantic_0_100_0,1.0,SEC1|SEC0
auto_171,hotpotqa_hp_sample_016_index.json,pure_structural_0_0_100,1.0,SEC1|SEC0
auto_171,hotpotqa_hp_sample_016_index.json,equal_33_33_33,1.0,SEC1|SEC0
auto_171,hotpotqa_hp_sample_016_index.json,bm25_heavy_80_10_10,1.0,SEC1|SEC0
auto_171,hotpotqa_hp_sample_016_index.json,semantic_heavy_20_70_10,1.0,SEC1|SEC0
auto_033,92928ecd_생체의공학개론_보고서_index.json,current_60_25_15,0.6666666666666666,ART-05-01-01|CH-05
auto_033,92928ecd_생체의공학개론_보고서_index.json,pure_bm25_100_0_0,0.6666666666666666,ART-05-01-01|CH-05
auto_033,92928ecd_생체의공학개론_보고서_index.json,pure_semantic_0_100_0,0.6666666666666666,ART-05-01-01|CH-05
auto_033,92928ecd_생체의공학개론_보고서_index.json,pure_structural_0_0_100,0.6666666666666666,CH-05|ART-05-01-01
auto_033,92928ecd_생체의공학개론_보고서_index.json,equal_33_33_33,0.6666666666666666,ART-05-01-01|CH-05
auto_033,92928ecd_생체의공학개론_보고서_index.json,bm25_heavy_80_10_10,0.6666666666666666,ART-05-01-01|CH-05
auto_033,92928ecd_생체의공학개론_보고서_index.json,semantic_heavy_20_70_10,0.6666666666666666,ART-05-01-01|CH-05
